"city","dates","player_of_match","team_type","teams","venue","event.match_number","officials.match_referees","officials.reserve_umpires","officials.tv_umpires","officials.umpires","outcome.by.runs","outcome.winner","toss.decision","toss.winner"
"Bangalore","2008-04-18","BB McCullum","club","Royal Challengers Bangalore, Kolkata Knight Riders","M Chinnaswamy Stadium","1","J Srinath","VN Kulkarni","AM Saheba","Asad Rauf, RE Koertzen","140","Kolkata Knight Riders","field","Royal Challengers Bangalore"
